timestamp,magnetic_field.x,magnetic_field.y,magnetic_field.z
0.7696075439453125,-2.592642605304718e-05,2.021911442279815e-05,-5.686936378479004e-05
0.7783966064453125,-2.579581141471863e-05,2.0069882273674004e-05,-5.681146383285523e-05
0.7973947525024414,-2.627472877502441e-05,1.9562496244907373e-05,-5.684041380882264e-05
0.8263745307922363,-2.554909586906433e-05,2.002511322498321e-05,-5.710096955299378e-05
0.8336684703826904,-2.5650686025619508e-05,2.008480727672576e-05,-5.704306960105896e-05
0.8510003089904785,-2.5766786932945253e-05,2.0353421568870537e-05,-5.721677541732789e-05
0.8684329986572266,-2.5694224238395693e-05,2.051757723093032e-05,-5.657985806465149e-05
0.8769805431365967,-2.592642605304718e-05,2.023403644561767e-05,-5.70575475692749e-05
0.8975515365600586,-2.5694224238395693e-05,2.041311562061309e-05,-5.717334747314453e-05
0.9232978820800781,-2.567971050739289e-05,1.9890806078910825e-05,-5.636272430419922e-05
0.9329500198364258,-2.5520071387290955e-05,1.9905728101730342e-05,-5.707201957702637e-05
0.950061559677124,-2.586837410926819e-05,2.0308652520179744e-05,-5.642063021659851e-05
0.9627430438995361,-2.601350247859955e-05,2.0248961448669427e-05,-5.61890184879303e-05
0.984112024307251,-2.601350247859955e-05,2.056234627962112e-05,-5.663775801658631e-05
0.9901163578033447,-2.5737762451171875e-05,2.053250074386596e-05,-5.66956639289856e-05
1.0052697658538818,-2.644888460636139e-05,2.0353421568870537e-05,-5.639168024063111e-05
1.0268757343292236,-2.6057040691375733e-05,2.054742276668548e-05,-5.678251385688782e-05
1.0336601734161377,-2.608606517314911e-05,2.03235775232315e-05,-5.672461390495301e-05
1.0509579181671143,-2.594093978404999e-05,1.9890806078910825e-05,-5.610216856002808e-05
1.065471887588501,-2.592642605304718e-05,2.021911442279815e-05,-5.66956639289856e-05
1.0774612426757812,-2.598447799682617e-05,2.0487731695175165e-05,-5.626139640808106e-05
1.0935192108154297,-2.585386335849762e-05,2.0174345374107355e-05,-5.70285975933075e-05
1.1083183288574219,-2.579581141471863e-05,1.9756495952606195e-05,-5.616006851196289e-05
1.1219761371612549,-2.581032514572144e-05,2.077127099037169e-05,-5.604426264762879e-05
1.1381824016571045,-2.5462019443511963e-05,2.015942186117172e-05,-5.704306960105896e-05
1.153337001800537,-2.598447799682617e-05,1.996542215347289e-05,-5.6464052200317386e-05
1.1637723445892334,-2.598447799682617e-05,2.0054960250854487e-05,-5.629034638404846e-05
1.1839590072631836,-2.562165856361389e-05,1.996542215347289e-05,-5.668118596076966e-05
1.1955490112304688,-2.553458511829376e-05,2.0398192107677453e-05,-5.657985806465149e-05
1.2058093547821045,-2.515725195407868e-05,2.045788466930389e-05,-5.672461390495301e-05
1.2218985557556152,-2.586837410926819e-05,2.0711578428745265e-05,-5.649300217628479e-05
1.2435882091522217,-2.56361722946167e-05,2.021911442279815e-05,-5.701411962509156e-05
1.2514684200286865,-2.5897401571273805e-05,2.004003822803497e-05,-5.653643012046814e-05
1.2666559219360352,-2.5694224238395693e-05,2.054742276668548e-05,-5.616006851196289e-05
1.2777249813079834,-2.602801322937012e-05,2.0398192107677453e-05,-5.665223002433777e-05
1.2938971519470215,-2.5694224238395693e-05,2.05921933054924e-05,-5.686936378479004e-05
1.3228216171264648,-2.553458511829376e-05,2.051757723093032e-05,-5.72746753692627e-05
1.3339135646820068,-2.567971050739289e-05,2.0502653717994685e-05,-5.69417417049408e-05
1.3485708236694336,-2.5447508692741395e-05,2.0502653717994685e-05,-5.6927263736724855e-05
1.365473747253418,-2.623119354248047e-05,2.045788466930389e-05,-5.633377432823181e-05
1.3799965381622314,-2.591191530227661e-05,2.066680788993835e-05,-5.655090808868408e-05
1.3921568393707275,-2.5969967246055604e-05,2.0502653717994685e-05,-5.650747418403626e-05
1.406491756439209,-2.5766786932945253e-05,2.078619301319122e-05,-5.642063021659851e-05
1.4252605438232422,-2.5389456748962403e-05,2.014449834823608e-05,-5.614559650421143e-05
1.4372398853302002,-2.562165856361389e-05,2.0487731695175165e-05,-5.543630123138428e-05
1.4497652053833008,-2.5781297683715825e-05,2.0368346571922296e-05,-5.633377432823181e-05
1.4659452438354492,-2.5752276182174685e-05,1.9890806078910825e-05,-5.614559650421143e-05
1.4788730144500732,-2.5505560636520387e-05,2.0263883471488948e-05,-5.650747418403626e-05
1.496152639389038,-2.579581141471863e-05,2.065188586711883e-05,-5.602979063987732e-05
1.5048954486846924,-2.562165856361389e-05,2.0189267396926872e-05,-5.642063021659851e-05
1.5198242664337158,-2.581032514572144e-05,2.0308652520179744e-05,-5.6275874376297e-05
1.538501501083374,-2.5723248720169068e-05,2.0189267396926872e-05,-5.630482435226441e-05
1.5527098178863525,-2.534591853618621e-05,2.01146513223648e-05,-5.6319296360015874e-05
1.5653746128082275,-2.5578123331069947e-05,2.015942186117172e-05,-5.617454051971436e-05
1.5837347507476807,-2.5752276182174685e-05,2.041311562061309e-05,-5.639168024063111e-05
1.6021301746368408,-2.547653317451477e-05,2.0189267396926872e-05,-5.617454051971436e-05
1.6060833930969238,-2.554909586906433e-05,1.998034417629241e-05,-5.691279172897339e-05
1.6241161823272705,-2.6115089654922487e-05,2.0248961448669427e-05,-5.678251385688782e-05
1.63643217086792,-2.5650686025619508e-05,1.996542215347289e-05,-5.659433007240296e-05
1.6527652740478516,-2.554909586906433e-05,2.015942186117172e-05,-5.6377202272415166e-05
1.6652395725250244,-2.5897401571273805e-05,2.062203884124756e-05,-5.620349049568177e-05
1.6868681907653809,-2.594093978404999e-05,2.0696654915809622e-05,-5.653643012046814e-05
1.6939282417297363,-2.547653317451477e-05,2.0308652520179744e-05,-5.633377432823181e-05
1.7228877544403076,-2.5650686025619508e-05,2.0398192107677453e-05,-5.668118596076966e-05
1.7398717403411865,-2.595545053482056e-05,2.021911442279815e-05,-5.688384175300599e-05
1.748873233795166,-2.586837410926819e-05,2.0189267396926872e-05,-5.672461390495301e-05
1.7647955417633057,-2.567971050739289e-05,2.045788466930389e-05,-5.688384175300599e-05
1.7835474014282227,-2.553458511829376e-05,2.01146513223648e-05,-5.644958019256592e-05
1.7959847450256348,-2.5766786932945253e-05,2.0248961448669427e-05,-5.608769655227661e-05
1.806732177734375,-2.591191530227661e-05,2.0428037643432613e-05,-5.604426264762879e-05
1.81964111328125,-2.5752276182174685e-05,2.0099729299545283e-05,-5.649300217628479e-05
1.8362486362457275,-2.594093978404999e-05,2.0054960250854487e-05,-5.608769655227661e-05
1.8527920246124268,-2.5781297683715825e-05,2.0248961448669427e-05,-5.6319296360015874e-05
1.8651773929595947,-2.53749430179596e-05,2.0293730497360224e-05,-5.602979063987732e-05
1.885223627090454,-2.579581141471863e-05,2.0189267396926872e-05,-5.688384175300599e-05
1.8921301364898682,-2.595545053482056e-05,2.0428037643432613e-05,-5.643510222434998e-05
1.9088683128356934,-2.598447799682617e-05,2.01146513223648e-05,-5.665223002433777e-05
1.923997163772583,-2.594093978404999e-05,1.978634297847748e-05,-5.679698586463928e-05
1.935157060623169,-2.566519975662232e-05,2.0248961448669427e-05,-5.610216856002808e-05
1.9507474899291992,-2.5737762451171875e-05,2.0099729299545283e-05,-5.686936378479004e-05
1.963343620300293,-2.511371672153473e-05,1.968188136816024e-05,-5.72746753692627e-05
1.9831433296203613,-2.5897401571273805e-05,1.9846037030220025e-05,-5.6753563880920415e-05
1.99611234664917,-2.5650686025619508e-05,2.0502653717994685e-05,-5.688384175300599e-05
2.0068001747131348,-2.5839349627494814e-05,2.0174345374107355e-05,-5.62469244003296e-05
2.0230987071990967,-2.566519975662232e-05,2.023403644561767e-05,-5.657985806465149e-05
2.0356574058532715,-2.592642605304718e-05,2.044296115636825e-05,-5.653643012046814e-05
2.0515289306640625,-2.615863084793091e-05,2.0263883471488948e-05,-5.620349049568177e-05
2.0641491413116455,-2.53749430179596e-05,1.998034417629241e-05,-5.6464052200317386e-05
2.0828750133514404,-2.566519975662232e-05,2.0293730497360224e-05,-5.663775801658631e-05
2.0915420055389404,-2.595545053482056e-05,2.021911442279815e-05,-5.684041380882264e-05
2.108980655670166,-2.5839349627494814e-05,2.008480727672576e-05,-5.643510222434998e-05
2.123199224472046,-2.5752276182174685e-05,1.996542215347289e-05,-5.652195811271668e-05
2.1370465755462646,-2.623119354248047e-05,2.001019120216369e-05,-5.699964761734009e-05
2.1526143550872803,-2.581032514572144e-05,2.0398192107677453e-05,-5.699964761734009e-05
2.163667917251587,-2.559263408184052e-05,2.012957632541656e-05,-5.707201957702637e-05
2.1844441890716553,-2.5752276182174685e-05,2.03235775232315e-05,-5.679698586463928e-05
2.1959409713745117,-2.554909586906433e-05,2.05921933054924e-05,-5.750628113746643e-05
2.203868865966797,-2.601350247859955e-05,2.0726500451564783e-05,-5.6956213712692266e-05
2.2199432849884033,-2.5694224238395693e-05,2.020419239997863e-05,-5.655090808868408e-05
2.2447712421417236,-2.559263408184052e-05,2.0383268594741817e-05,-5.633377432823181e-05
