my_id,from_id,to_id,rx1,rx2,rx3,fpp1,fpp2,fpp3,skew1,skew2,skew3,fpp1_n,fpp2_n,skew1_n,skew2_n,rx1_raw,rx2_raw,rx3_raw,std,timestamp,tx1_n,rx1_n,tx2_n,rx2_n,tx3_n,rx3_n,range_n,bias_n,tx1_raw_n,rx1_raw_n,tx2_raw_n,rx2_raw_n,tx3_raw_n,rx3_raw_n,range_raw_n,bias_raw_n,gt_range_n,timestamp_n
31,20,4,181136408.149176,181464392.43803608,183003112.2966378,-85.07759857177734,-81.68900299072266,-81.93720245361328,-2.0992000102996826,0.823199987411499,1.302899956703186,-81.93260192871094,-81.6697006225586,-2.9951000213623047,3.0648999214172363,181136408.4410056,181464392.44979465,183003112.3547676,0.181165676804282,1.809798240661621,31403165.958242346,1871422.0252871867,2199391.935476408,31731162.992478862,3738109.884194357,33269885.38148201,3.922750156024829,0.0405905339402909,31403165.87790465,1871422.1817407853,2199391.839443109,31731163.079677485,3738109.7881610575,33269885.48865685,3.984999895095825,0.1028402730112869,3.882159622084538,1.7322375774383545
21,20,4,634351294.1771942,634679288.4166263,636218004.6914226,-80.9386978149414,-79.8844985961914,-81.11260223388672,-3.9879000186920166,-1.4387999773025513,-0.8343999981880188,-81.93260192871094,-81.6697006225586,-2.9951000213623047,3.0648999214172363,634351294.3835136,634679288.4865785,636218004.9328926,0.0790807259655776,1.8540065288543701,31403165.958242346,1871422.0252871867,2199391.935476408,31731162.992478862,3738109.884194357,33269885.38148201,3.922750156024829,0.0405905339402909,31403165.87790465,1871422.1817407853,2199391.839443109,31731163.079677485,3738109.7881610575,33269885.48865685,3.984999895095825,0.1028402730112869,3.882159622084538,1.7322375774383545
10,20,4,499001519.3737886,499329507.4021676,500868227.05434656,-87.4375991821289,-82.6332015991211,-83.05879974365234,-2.053499937057495,1.019700050354004,1.2553999423980713,-81.93260192871094,-81.6697006225586,-2.9951000213623047,3.0648999214172363,499001519.65019023,499329507.6497395,500868227.351262,0.1993979417052669,1.8644721508026123,31403165.958242346,1871422.0252871867,2199391.935476408,31731162.992478862,3738109.884194357,33269885.38148201,3.922750156024829,0.0405905339402909,31403165.87790465,1871422.1817407853,2199391.839443109,31731163.079677485,3738109.7881610575,33269885.48865685,3.984999895095825,0.1028402730112869,3.882159622084538,1.7322375774383545
30,20,4,516578746.0856666,516906729.7627192,518445448.021924,-91.02110290527344,-88.03669738769531,-87.4457015991211,-2.640199899673462,0.3641000092029571,0.2252999991178512,-81.93260192871094,-81.6697006225586,-2.9951000213623047,3.0648999214172363,516578746.25964034,516906730.096279,518445448.3892978,0.1851931065069265,1.9461345672607422,31403165.958242346,1871422.0252871867,2199391.935476408,31731162.992478862,3738109.884194357,33269885.38148201,3.922750156024829,0.0405905339402909,31403165.87790465,1871422.1817407853,2199391.839443109,31731163.079677485,3738109.7881610575,33269885.48865685,3.984999895095825,0.1028402730112869,3.882159622084538,1.7322375774383545
11,20,1,757680215.9808357,758040294.6893001,759579014.8181617,-80.96920013427734,-81.17849731445312,-82.13240051269531,-1.837399959564209,1.2152999639511108,1.4043999910354614,-82.02580261230469,-82.3114013671875,-3.421600103378296,3.5566999912261963,757680215.9236027,758040294.6746043,759579014.9864782,0.1257430741934891,2.1172852516174316,290451555.3813192,39828715.73142192,40188774.93140515,290811641.0977867,41727492.8801231,292350364.10299,3.796222672210141,0.1079713032406037,290451555.3009815,39828715.88291266,40188774.85226362,290811641.2979517,41727492.80098157,292350364.3016326,3.87280011177063,0.1845487428010925,3.688251368969537,2.004478931427002
11,21,1,1200498760.1314645,1200803601.3555255,1202342321.283782,-84.60759735107422,-80.15450286865234,-81.60189819335938,2.034899950027466,1.2395000457763672,1.559000015258789,-86.07319641113281,-86.40989685058594,0.5763999819755554,-0.5187000036239624,1200498760.5011768,1200803601.168119,1202342321.3547926,0.1456726875038551,2.623699426651001,126321066.80882654,12131797.879154349,12436619.4826872,126625915.6361986,13975337.43140515,128164633.14889804,4.092470487583969,0.0046580551933894,126321066.51893029,12131798.220903443,12436619.403545674,126625916.23159556,13975337.352263622,128164633.4760617,4.29610013961792,0.2082877072273401,4.08781243239058,2.4912068843841553
20,30,21,1894547832.0778224,1894856008.6732364,1896394732.259163,-91.80999755859376,-80.15239715576172,-81.87039947509766,2.5573999881744385,3.569700002670288,3.876100063323975,-95.80709838867188,-95.81819915771484,-1.1706000566482544,0.6388000249862671,1894547832.1251516,1894856008.4885828,1896394732.384316,0.1771037101609288,3.0776336193084717,94361996.15921909,77700345.30819167,78008518.73190345,94670199.2641741,79547236.6806214,96208918.91680436,4.396634088542693,0.0384108404883756,94361996.00610976,77700345.50593449,78008518.4420072,94670199.28761016,79547236.39072515,96208919.11433291,4.490900039672852,0.1326767916185343,4.358223248054317,2.9907124042510986
10,30,21,1757196376.995363,1757504568.6123292,1759043289.803047,-80.61360168457031,-93.84410095214844,-94.52179718017578,1.336400032043457,1.814200043678284,1.9110000133514404,-95.80709838867188,-95.81819915771484,-1.1706000566482544,0.6388000249862671,1757196376.8748758,1757504568.5909965,1759043289.7636228,0.1991465635275542,3.115090847015381,94361996.15921909,77700345.30819167,78008518.73190345,94670199.2641741,79547236.6806214,96208918.91680436,4.396634088542693,0.0384108404883756,94361996.00610976,77700345.50593449,78008518.4420072,94670199.28761016,79547236.39072515,96208919.11433291,4.490900039672852,0.1326767916185343,4.358223248054317,2.9907124042510986
31,30,21,1439331254.92044,1439639455.853131,1441178176.8109214,-81.28589630126953,-91.54049682617188,-92.88629913330078,0.9535999894142152,1.4491000175476074,2.15779995918274,-95.80709838867188,-95.81819915771484,-1.1706000566482544,0.6388000249862671,1439331254.851513,1439639455.8324573,1441178176.7390327,0.1976247101322203,3.116612434387207,94361996.15921909,77700345.30819167,78008518.73190345,94670199.2641741,79547236.6806214,96208918.91680436,4.396634088542693,0.0384108404883756,94361996.00610976,77700345.50593449,78008518.4420072,94670199.28761016,79547236.39072515,96208919.11433291,4.490900039672852,0.1326767916185343,4.358223248054317,2.9907124042510986
31,10,21,1803909823.8853388,1804216286.306773,1805755007.4370656,-80.6259994506836,-92.15910339355467,-93.17870330810548,-0.3594000041484833,2.443700075149536,2.122400045394897,-95.46630096435548,-93.4792022705078,-2.575999975204468,2.0768001079559326,1803909823.6866496,1804216286.261144,1805755007.35552,0.1995769963386166,3.536017417907715,105282629.10020377,442278116.0470647,442584560.3985701,105589092.27696311,444123278.3472881,107127813.7161708,2.7168190511093653,0.2432521028964283,105282629.01893029,442278116.2516276,442584560.1086739,105589092.2663762,444123278.0573918,107127813.97110376,2.7934999465942383,0.3199329983813013,2.473566948212937,3.3563740253448486
20,10,21,2259126995.360844,2259433443.667697,2260972167.455202,-89.7479019165039,-80.75800323486328,-81.29810333251953,1.2265000343322754,3.936700105667114,3.73550009727478,-95.46630096435548,-93.4792022705078,-2.575999975204468,2.0768001079559326,2259126995.5053096,2259433443.572217,2260972167.46795,0.1766243586627097,3.5780651569366455,105282629.10020377,442278116.0470647,442584560.3985701,105589092.27696311,444123278.3472881,107127813.7161708,2.7168190511093653,0.2432521028964283,105282629.01893029,442278116.2516276,442584560.1086739,105589092.2663762,444123278.0573918,107127813.97110376,2.7934999465942383,0.3199329983813013,2.473566948212937,3.3563740253448486
31,11,20,2238636572.505459,2238942604.1078105,2240481318.960518,-85.04119873046875,-84.63030242919922,-86.18180084228516,-0.1471000015735626,-1.4249000549316406,-1.6241999864578247,-80.93620300292969,-80.20880126953125,1.559000015258789,-1.469599962234497,2238636572.797728,2238942604.4014187,2240481319.2201285,0.1983212607510847,3.9248735904693604,2623348598.648243,274063693.3920933,274369712.43260133,2623654629.9179564,275908430.3813193,2625193345.06238,1.9161364399976235,0.0160359137821648,2623348598.570213,274063693.3312049,274369712.3522636,2623654629.7357025,275908430.3009816,2625193344.883064,1.9033000469207764,0.0031995207053177,1.9001005262154589,3.8047850131988525
21,11,20,2691846993.067061,2692153011.388995,2693691723.328871,-85.72039794921875,-79.88079833984375,-81.49590301513672,-2.451200008392334,-4.089399814605713,-3.837899923324585,-80.93620300292969,-80.20880126953125,1.559000015258789,-1.469599962234497,2691846993.689904,2692153011.45896,2693691723.648463,0.1454904814681044,4.034626483917236,2623348598.648243,274063693.3920933,274369712.43260133,2623654629.9179564,275908430.3813193,2625193345.06238,1.9161364399976235,0.0160359137821648,2623348598.570213,274063693.3312049,274369712.3522636,2623654629.7357025,275908430.3009816,2625193344.883064,1.9033000469207764,0.0031995207053177,1.9001005262154589,3.8047850131988525
21,31,20,3591476962.819948,3591783232.7476087,3593321944.670504,-93.36409759521484,-80.29299926757812,-81.40290069580078,-2.6280999183654785,-3.935699939727783,-3.8901000022888175,-85.8136978149414,-84.29389953613281,1.4426000118255615,-1.98829996585846,3591476963.078424,3591783232.8444247,3593321944.971328,0.1752019599067676,4.831501245498657,3474350689.934493,1173697367.498055,1174003638.7146528,3474656985.763579,1175542356.6633706,3476195700.847413,3.77366317243092,0.0682877291988868,3474350689.916365,1173697367.8510618,1174003638.634315,3474656986.052684,1175542356.5830328,3476195701.215694,3.882200002670288,0.1768245594382547,3.7053754432320334,4.754603624343872
30,31,20,3540924187.906843,3541230482.8864903,3542769196.5925994,-80.08930206298828,-90.8198013305664,-91.86329650878906,-1.1864999532699585,-2.633699893951416,-2.9363999366760254,-85.8136978149414,-84.29389953613281,1.4426000118255615,-1.98829996585846,3540924187.80987,3541230483.0697856,3542769196.7303925,0.2003154943171602,4.903790235519409,3474350689.934493,1173697367.498055,1174003638.7146528,3474656985.763579,1175542356.6633706,3476195700.847413,3.77366317243092,0.0682877291988868,3474350689.916365,1173697367.8510618,1174003638.634315,3474656986.052684,1175542356.5830328,3476195701.215694,3.882200002670288,0.1768245594382547,3.7053754432320334,4.754603624343872
11,31,20,3455764139.1039395,3456070422.7929645,3457609138.1294646,-84.1957015991211,-80.23699951171875,-80.46309661865234,-0.3725000023841858,-1.7424999475479126,-1.7079999446868896,-85.8136978149414,-84.29389953613281,1.4426000118255615,-1.98829996585846,3455764139.466896,3456070422.613681,3457609137.980142,0.1195756298552585,4.997630834579468,3474350689.934493,1173697367.498055,1174003638.7146528,3474656985.763579,1175542356.6633706,3476195700.847413,3.77366317243092,0.0682877291988868,3474350689.916365,1173697367.8510618,1174003638.634315,3474656986.052684,1175542356.5830328,3476195701.215694,3.882200002670288,0.1768245594382547,3.7053754432320334,4.754603624343872
30,20,11,4230474454.1049447,4230780429.921246,4232319146.235267,-90.93009948730467,-93.03589630126952,-93.30139923095705,-2.9261999130249023,-1.3243000507354736,-0.8959000110626221,-80.01329803466797,-80.77780151367188,-1.4398000240325928,1.37090003490448,4230474454.2831006,4230780430.016148,4232319146.321612,0.1840295861024137,5.562471628189087,3745308959.227472,2532121180.6324506,2532427156.340551,3745614948.728308,2533965874.289269,3747153668.964869,1.9986857137896328,0.0986244219819363,3745308959.147134,2532121180.4355726,2532427156.262521,3745614948.636567,2533965874.211239,3747153668.870191,1.979200005531311,0.0791387137236141,1.900061291807697,5.4557671546936035
21,20,11,4281026427.16996,4281332414.9126673,4282871129.338213,-81.6416015625,-84.82830047607422,-85.61949920654297,-4.013999938964844,-1.945500016212464,-2.0013999938964844,-80.01329803466797,-80.77780151367188,-1.4398000240325928,1.37090003490448,4281026427.5184016,4281332415.552381,4282871129.96419,0.1979920617002279,5.579249143600464,3745308959.227472,2532121180.6324506,2532427156.340551,3745614948.728308,2533965874.289269,3747153668.964869,1.9986857137896328,0.0986244219819363,3745308959.147134,2532121180.4355726,2532427156.262521,3745614948.636567,2533965874.211239,3747153668.870191,1.979200005531311,0.0791387137236141,1.900061291807697,5.4557671546936035
10,20,11,4212901176.7831626,4213207153.2308254,4214745871.434175,-87.79019927978516,-80.02469635009766,-80.7969970703125,-1.89520001411438,1.202299952507019,0.397599995136261,-80.01329803466797,-80.77780151367188,-1.4398000240325928,1.37090003490448,4212901177.039511,4213207153.038609,4214745871.347278,0.1467580090357363,5.726024150848389,3745308959.227472,2532121180.6324506,2532427156.340551,3745614948.728308,2533965874.289269,3747153668.964869,1.9986857137896328,0.0986244219819363,3745308959.147134,2532121180.4355726,2532427156.262521,3745614948.636567,2533965874.211239,3747153668.870191,1.979200005531311,0.0791387137236141,1.900061291807697,5.4557671546936035
11,20,0,4683299998.464781,4683604247.147548,4685142970.234415,-80.42539978027344,-83.36720275878906,-83.77559661865234,-1.7574000358581543,2.5387001037597656,3.2390999794006348,-80.52069854736328,-81.04440307617188,-5.033699989318848,5.041200160980225,4683299998.309794,4683604247.467823,4685142970.581054,0.1680141665487296,6.052724838256836,4216078486.47106,27893260.58652453,28197484.79619124,4216382737.904082,29736202.74490919,4217921463.613348,3.849528665800821,0.115007683874968,4216078486.3907223,27893260.357196517,28197484.788161054,4216382737.864957,29736202.73687901,4217921463.482194,3.825200080871582,0.0906790989457295,3.734520981925853,5.9820778369903564
30,20,0,4701242530.017961,4701546776.023899,4703085497.867853,-91.44210052490234,-86.91120147705078,-87.17330169677734,-2.9830000400543213,2.45959997177124,2.372999906539917,-80.52069854736328,-81.04440307617188,-5.033699989318848,5.041200160980225,4701242530.173277,4701546776.420397,4703085498.250325,0.1863615641186222,6.104209661483765,4216078486.47106,27893260.58652453,28197484.79619124,4216382737.904082,29736202.74490919,4217921463.613348,3.849528665800821,0.115007683874968,4216078486.3907223,27893260.357196517,28197484.788161054,4216382737.864957,29736202.73687901,4217921463.482194,3.825200080871582,0.0906790989457295,3.734520981925853,5.9820778369903564
11,20,30,6672730690.340148,6673037720.924484,6674576440.162302,-80.69129943847656,-90.22630310058594,-90.99539947509766,-1.6950000524520874,1.4788999557495115,0.8744999766349792,-90.92649841308594,-91.9354019165039,-3.1803998947143555,2.533099889755249,6672730690.229377,6673037721.041175,6674576440.241897,0.2001210774613558,8.258733749389648,6339945746.086455,1716656911.4740722,1716963927.2489636,6340252790.062511,1718502645.1976814,6341791511.878072,4.11036427391724,0.0835859111440902,6339945746.006118,1716656911.6523948,1716963927.0958543,6340252790.1048,1718502645.044572,6341791512.012979,4.175600051879883,0.1488216891067333,4.0267783627731495,8.107658863067627
21,20,30,6674003813.144298,6674310856.202191,6675849572.134692,-81.02040100097656,-94.34420013427734,-95.86280059814452,-3.702899932861328,-0.9452000260353088,-1.2544000148773191,-90.92649841308594,-91.9354019165039,-3.1803998947143555,2.533099889755249,6674003813.367022,6674310856.432802,6675849572.331365,0.1973528055334003,8.345885753631592,6339945746.086455,1716656911.4740722,1716963927.2489636,6340252790.062511,1718502645.1976814,6341791511.878072,4.11036427391724,0.0835859111440902,6339945746.006118,1716656911.6523948,1716963927.0958543,6340252790.1048,1718502645.044572,6341791512.012979,4.175600051879883,0.1488216891067333,4.0267783627731495,8.107658863067627
11,21,31,7041485617.73782,7041790714.540738,7043329431.918841,-84.11239624023438,-83.38690185546875,-83.48500061035156,1.93340003490448,-0.3576000034809112,-0.0065000001341104,-93.42769622802734,-93.88670349121094,1.9323999881744385,-2.3348000049591064,7041485618.098344,7041790714.862541,7043329432.247858,0.1978316452192317,8.57809042930603,6034511828.026781,7261721959.818706,7262027044.101172,6034816938.796991,7263565762.04989,6036355653.507736,4.065426524639747,0.0528361057176773,6034511827.736885,7261721959.729329,7262027044.083045,6034816939.03997,7263565762.031763,6036355653.404829,4.144800186157227,0.1322097672351567,4.01259041892207,8.47356629371643
10,21,31,7176288596.502719,7176593690.757686,7178132408.690764,-93.5907974243164,-79.45670318603516,-80.43399810791016,2.115000009536743,-0.7925000190734863,-0.1395999938249588,-93.42769622802734,-93.88670349121094,1.9323999881744385,-2.3348000049591064,7176288596.488769,7176593690.608109,7178132408.541178,0.1366177304165975,8.702491044998169,6034511828.026781,7261721959.818706,7262027044.101172,6034816938.796991,7263565762.04989,6036355653.507736,4.065426524639747,0.0528361057176773,6034511827.736885,7261721959.729329,7262027044.083045,6034816939.03997,7263565762.031763,6036355653.404829,4.144800186157227,0.1322097672351567,4.01259041892207,8.47356629371643
30,21,31,7059425863.039251,7059730946.999376,7061269663.10818,-96.36180114746094,-79.67330169677734,-80.97940063476562,0.9154000282287598,-1.5115000009536743,-1.0951999425888062,-93.42769622802734,-93.88670349121094,1.9323999881744385,-2.3348000049591064,7059425863.052771,7059730946.905685,7061269663.148549,0.1568748358764699,8.755082607269287,6034511828.026781,7261721959.818706,7262027044.101172,6034816938.796991,7263565762.04989,6036355653.507736,4.065426524639747,0.0528361057176773,6034511827.736885,7261721959.729329,7262027044.083045,6034816939.03997,7263565762.031763,6036355653.404829,4.144800186157227,0.1322097672351567,4.01259041892207,8.47356629371643
20,31,21,7607477056.132377,7607782484.981445,7609321208.48986,-86.01699829101562,-79.76249694824219,-82.17539978027344,1.4602999687194824,3.382499933242798,3.931999921798706,-93.94400024414062,-93.31390380859376,-2.565700054168701,2.433500051498413,7607477056.477879,7607782484.788176,7609321208.668259,0.1555070139279111,8.85204553604126,7421116675.51143,5857823878.401964,5858129303.988318,7421422129.023405,5859668021.9370365,7422960849.818845,4.100015531387075,0.0873867398303467,7421116675.493302,5857823878.643334,5858129303.698422,7421422128.937563,5859668021.6471405,7422960850.078889,4.15910005569458,0.146471264137852,4.012628791556728,8.774722576141357
30,20,3,7447773813.212583,7448078120.413559,7449616835.190624,-91.10659790039062,-83.71910095214844,-84.5958023071289,-3.213900089263916,-2.698899984359741,-2.0004000663757324,-82.50440216064453,-83.89730072021484,-0.3770999908447265,0.2196999937295913,7447773813.382675,7448078120.852753,7449616835.655812,0.1972594620896048,8.921445608139038,7097050321.406972,23730985.621353317,24035273.34899378,7097354652.479803,25573991.297711726,7098893371.359048,6.467757072697789,0.059299398463116,7097050321.326634,23730985.87427384,24035273.24969952,7097354652.835173,25573991.198417462,7098893371.738544,6.585100173950195,0.1766424997155224,6.408457674234673,8.883237361907959
10,20,3,7564636960.274031,7564941277.808329,7566479994.125179,-87.56690216064453,-81.8740005493164,-82.26370239257812,-1.565500020980835,-0.7059000134468079,-0.6937999725341797,-82.50440216064453,-83.89730072021484,-0.3770999908447265,0.2196999937295913,7564636960.543133,7564941277.935335,7566479994.319049,0.1935039579525944,8.995192527770996,7097050321.406972,23730985.621353317,24035273.34899378,7097354652.479803,25573991.297711726,7098893371.359048,6.467757072697789,0.059299398463116,7097050321.326634,23730985.87427384,24035273.24969952,7097354652.835173,25573991.198417462,7098893371.738544,6.585100173950195,0.1766424997155224,6.408457674234673,8.883237361907959
31,20,3,7246771871.043271,7247076179.509074,7248614896.264169,-86.09210205078125,-79.0363998413086,-80.3407974243164,-1.702399969100952,-0.4135000109672546,-0.7226999998092651,-82.50440216064453,-83.89730072021484,-0.3770999908447265,0.2196999937295913,7246771871.306602,7247076179.449632,7248614896.021146,0.0974031579497698,9.026249408721924,7097050321.406972,23730985.621353317,24035273.34899378,7097354652.479803,25573991.297711726,7098893371.359048,6.467757072697789,0.059299398463116,7097050321.326634,23730985.87427384,24035273.24969952,7097354652.835173,25573991.198417462,7098893371.738544,6.585100173950195,0.1766424997155224,6.408457674234673,8.883237361907959
11,20,3,7429833924.994611,7430138244.107328,7431676960.450276,-81.34700012207031,-79.61669921875,-81.24510192871094,-1.575700044631958,-2.027400016784668,-0.9872000217437744,-82.50440216064453,-83.89730072021484,-0.3770999908447265,0.2196999937295913,7429833925.014411,7430138243.924667,7431676960.449232,0.0816761428520754,9.179985761642456,7097050321.406972,23730985.621353317,24035273.34899378,7097354652.479803,25573991.297711726,7098893371.359048,6.467757072697789,0.059299398463116,7097050321.326634,23730985.87427384,24035273.24969952,7097354652.835173,25573991.198417462,7098893371.738544,6.585100173950195,0.1766424997155224,6.408457674234673,8.883237361907959
31,20,10,8289698647.182741,8290004552.848316,8291543271.201446,-84.81500244140625,-78.92639923095703,-80.14099884033203,-1.4825999736785889,0.7376000285148621,-0.1032999977469444,-87.50910186767578,-89.52580261230469,-1.638100028038025,1.5328999757766724,8289698647.476605,8290004552.862723,8291543270.936641,0.0814865941280702,10.001063346862793,8072762364.676208,4709011947.954163,4709317853.459177,8073068285.726019,4710856571.407895,8074607005.848902,2.2646365342944894,0.1223039303932758,8072762364.59587,4709011948.226537,4709317853.377904,8073068285.882428,4710856571.326622,8074607006.006502,2.352999925613404,0.2106673217121901,2.1423326039012136,9.96049165725708
11,20,10,8472760532.670841,8473066440.773712,8474605158.803615,-81.37370300292969,-79.03780364990234,-81.0072021484375,-1.7805999517440796,0.1377999931573867,-0.1721999943256378,-87.50910186767578,-89.52580261230469,-1.638100028038025,1.5328999757766724,8472760532.696082,8473066440.789657,8474605158.754025,0.068440126513212,10.049490928649902,8072762364.676208,4709011947.954163,4709317853.459177,8073068285.726019,4710856571.407895,8074607005.848902,2.2646365342944894,0.1223039303932758,8072762364.59587,4709011948.226537,4709317853.377904,8073068285.882428,4710856571.326622,8074607006.006502,2.352999925613404,0.2106673217121901,2.1423326039012136,9.96049165725708
21,20,10,8474029976.70384,8474335897.458371,8475874611.269048,-81.91590118408203,-94.44830322265624,-95.5385971069336,-4.214200019836426,-1.401600003242493,-2.3236000537872314,-87.50910186767578,-89.52580261230469,-1.638100028038025,1.5328999757766724,8474029977.10401,8474335897.6863165,8475874611.472124,0.1934004349074774,10.126911640167236,8072762364.676208,4709011947.954163,4709317853.459177,8073068285.726019,4710856571.407895,8074607005.848902,2.2646365342944894,0.1223039303932758,8072762364.59587,4709011948.226537,4709317853.377904,8073068285.882428,4710856571.326622,8074607006.006502,2.352999925613404,0.2106673217121901,2.1423326039012136,9.96049165725708
30,20,10,8490699464.841895,8491005370.187019,8492544086.0584755,-90.95179748535156,-80.11820220947266,-81.29340362548828,-2.9642999172210693,-1.0980000495910645,-1.2599999904632568,-87.50910186767578,-89.52580261230469,-1.638100028038025,1.5328999757766724,8490699465.019049,8491005370.092166,8492544086.162879,0.1671332726389205,10.136482238769531,8072762364.676208,4709011947.954163,4709317853.459177,8073068285.726019,4710856571.407895,8074607005.848902,2.2646365342944894,0.1223039303932758,8072762364.59587,4709011948.226537,4709317853.377904,8073068285.882428,4710856571.326622,8074607006.006502,2.352999925613404,0.2106673217121901,2.1423326039012136,9.96049165725708
