timestamp,tracker,nis,S,R_eff,roll_mean_global,roll_mean_tracker,q50,q90,q95,q99
0.4275853633880615,ifo001,1.1108265565876083,1.363815616052674,0.0121,1.1108265565876083,1.1108265565876083,0.455,2.706,3.841,6.635
0.7642710208892822,ifo002,1.2173156445971314,4.379153788033135,0.0121,1.1640711005923698,1.2173156445971314,0.455,2.706,3.841,6.635
0.7749209403991699,ifo001,1.3194475360022992,0.2647711370291832,0.012103343710764089,1.215863245729013,1.2151370462949538,0.455,2.706,3.841,6.635
0.8093702793121338,ifo002,0.6571673314858026,0.06010504463992332,0.012106540106983796,1.0761892671682105,0.937241488041467,0.455,2.706,3.841,6.635
0.8368966579437256,ifo002,0.27527776962027434,0.20130102963971225,0.012102071889883003,0.9160069676586232,0.7165869152344028,0.455,2.706,3.841,6.635
0.8713059425354004,ifo001,0.18141252921204196,0.45867568499942574,0.012115900165616743,0.7935745612508597,0.8705622072673166,0.455,2.706,3.841,6.635
0.9026200771331788,ifo002,0.354708395672907,0.026584168074563735,0.012075582496360886,0.7308793947397235,0.6261172853440289,0.455,2.706,3.841,6.635
1.4373207092285156,ifo002,0.14250931198227293,0.2552402425816347,0.01203121848556047,0.6573331343950423,0.5293956906716777,0.455,2.706,3.841,6.635
1.462533950805664,ifo001,2.958427656574704,0.15511919644906552,0.012102406833682506,0.9130103035261157,1.3925285695941634,0.455,2.706,3.841,6.635
1.491427659988403,ifo002,0.05194288979273702,0.026182556756677442,0.011963333303003488,0.8269035621527779,0.4498202238585209,0.455,2.706,3.841,6.635
1.512155055999756,ifo002,0.23781159887777767,0.020953625029070222,0.011870543316451501,0.7733497473095959,0.4195332774327004,0.455,2.706,3.841,6.635
1.5417494773864746,ifo001,0.22522161214331632,0.03229008063142085,0.01214793577163492,0.7276724027124061,1.1590671781039938,0.455,2.706,3.841,6.635
1.5805995464324951,ifo002,0.809371988056284,0.017925382206672422,0.011761510943531018,0.7339569862003967,0.46826311626064837,0.455,2.706,3.841,6.635
1.6071510314941406,ifo002,0.015829065363694567,0.01611596230104683,0.011658631445932975,0.6826621347120608,0.41799266616098685,0.455,2.706,3.841,6.635
1.6869049072265625,ifo001,0.018759083574539658,0.3043218539374491,0.012166769994397779,0.6384019313028927,0.9690158290157517,0.455,2.706,3.841,6.635
1.6912903785705566,ifo001,1.2420286589494001e-05,0.02190963522231242,0.012154059054119891,0.5985025868643737,0.8305867706258713,0.455,2.706,3.841,6.635
1.7166106700897217,ifo001,1.340514559096487,0.017172723935991632,0.012110896112388447,0.642150349936851,0.8943277441846983,0.455,2.706,3.841,6.635
1.867071866989136,ifo001,0.0033810059235176502,0.02788911162200821,0.012082965700383384,0.6066631641583325,0.7953336621556782,0.455,2.706,3.841,6.635
1.8727011680603027,ifo001,0.18899685183691675,0.017855004121392244,0.012025722175567553,0.5846807266677316,0.734699981123802,0.455,2.706,3.841,6.635
1.9377760887146,ifo002,3.3863891771561634,0.04724718343906296,0.011532704457065166,0.7247661491921533,0.7148323172605044,0.455,2.706,3.841,6.635
2.0173797607421875,ifo002,1.1181465909458255,0.10018064149123304,0.011503484312259657,0.7434985511804234,0.7514972512318973,0.455,2.706,3.841,6.635
2.093153715133667,ifo002,0.13830205723018257,0.021547634600848527,0.01148247594549249,0.7159896196372306,0.7003976517317544,0.455,2.706,3.841,6.635
2.14763617515564,ifo002,0.0011249590222715414,0.017099686453402783,0.01143771645084867,0.6849085474365803,0.6466074446002558,0.455,2.706,3.841,6.635
2.170276165008545,ifo002,0.03636993220237388,0.016716498580479515,0.011366207062919605,0.6578861051351549,0.6030190508575499,0.455,2.706,3.841,6.635
2.1788172721862797,ifo002,0.1727646934402181,0.014972286356920618,0.011271039253783675,0.6384812486673574,0.5743354270297278,0.455,2.706,3.841,6.635
2.2348763942718506,ifo002,0.6552867989479871,0.014922148817498208,0.01117579008516434,0.6391276159858432,0.579394887774619,0.455,2.706,3.841,6.635
2.272791862487793,ifo002,0.9671594371251152,0.014195398077852391,0.011121169083633491,0.6512769426947052,0.6022045671481776,0.455,2.706,3.841,6.635
2.6324234008789062,ifo002,0.0959596106409813,0.024793627905008185,0.011073536768183798,0.6314441808356436,0.5740798473422222,0.455,2.706,3.841,6.635
2.7203917503356934,ifo002,0.2628096728174922,0.02619474127611061,0.011016528124963815,0.618732646076397,0.5576972065777628,0.455,2.706,3.841,6.635
2.805884599685669,ifo002,2.436309180544092,0.02138013847316474,0.010954169979904067,0.6793185305586534,0.6516278052760792,0.455,2.706,3.841,6.635
2.850284576416016,ifo002,2.0116233787732156,0.017595592880113965,0.010926034541411611,0.7222961063075103,0.7163894992521334,0.455,2.706,3.841,6.635
2.875053644180298,ifo002,0.22512171957213856,0.021633515993269205,0.010918947130765144,0.70675940672203,0.6940591456303153,0.455,2.706,3.841,6.635
2.8874168395996094,ifo002,0.017211864571681883,0.017907431686390213,0.010902244688214581,0.6858640266568679,0.6646310029755922,0.455,2.706,3.841,6.635
2.937339782714844,ifo002,0.02206490883728212,0.014406433025339992,0.01087316490492811,0.666340523191586,0.6378574157198292,0.455,2.706,3.841,6.635
2.9643867015838623,ifo002,0.3401391905702627,0.014013628820875257,0.010832627613680106,0.657020485116691,0.6259486867138466,0.455,2.706,3.841,6.635
3.0863616466522217,ifo001,4.636773210720776,0.3107217359151864,0.01194743433092151,0.7675691719390267,1.0894339110871634,0.455,2.706,3.841,6.635
3.094388246536255,ifo001,0.4936467166030517,0.04741982853407698,0.011990117999603494,0.7601658623353518,1.0397849782134874,0.455,2.706,3.841,6.635
3.1107945442199707,ifo001,0.540419085334241,0.031034498983047294,0.012014525892777607,0.7543830524142698,1.0013722172227761,0.455,2.706,3.841,6.635
3.2735583782196045,ifo001,0.20751772981494607,0.030490465807153533,0.012023258757383883,0.7403608646553128,0.9446683252650738,0.455,2.706,3.841,6.635
3.286770820617676,ifo001,0.02387560756998593,0.016848775881008773,0.012007215211417102,0.7224487332281797,0.8832821440854013,0.455,2.706,3.841,6.635
3.3548946380615234,ifo002,0.036771458732256776,0.025489189654346163,0.01078722989233807,0.7057248972648645,0.60328802409917,0.455,2.706,3.841,6.635
3.425629138946533,ifo002,0.0958741163886972,0.021343376638501978,0.010731962595889624,0.6912046405773367,0.5844949164061896,0.455,2.706,3.841,6.635
3.45749306678772,ifo001,1.4756078607731973,0.01954988131082303,0.011962053956151542,0.7094465759307287,0.9203025013783886,0.455,2.706,3.841,6.635
3.604898691177368,ifo002,1.0381756208701338,0.023286586200159436,0.010668823005893679,0.7169176905884425,0.6006977987084733,0.455,2.706,3.841,6.635
3.618603467941284,ifo001,0.5577710307533387,0.021620067895411252,0.0119370359659283,0.7133810981476624,0.8989771207533857,0.455,2.706,3.841,6.635
3.661647319793701,ifo002,1.195278711853377,0.01758051133315246,0.01061656334147887,0.7238571332282213,0.6212005888169183,0.455,2.706,3.841,6.635
3.684007406234741,ifo002,0.0017993483733235566,0.0172941331288328,0.010576618226439276,0.708494201635564,0.6005538808021318,0.455,2.706,3.841,6.635
3.691554069519043,ifo002,0.0022443065651623142,0.014614613825004598,0.01052633763672967,0.6937806621549307,0.5812535719557779,0.455,2.706,3.841,6.635
3.729237079620361,ifo001,0.9770166812991875,0.02456689320131443,0.011900934934365372,0.699560989076242,0.9033126518948191,0.455,2.706,3.841,6.635
3.766090869903565,ifo002,0.028154677135098474,0.014457081785618577,0.010466577461646864,0.6861328628374191,0.5639692314926317,0.455,2.706,3.841,6.635
