range,from_id,to_id,tx1,rx1,tx2,rx2,tx3,rx3,fpp1,fpp2,skew1,skew2,r_iw_a_ifo001,q_ai_ifo001,r_iw_a_ifo002,q_ai_ifo002,r_iw_a_ifo003,q_ai_ifo003,gt_range,bias,pair,del_t1,del_t2,del_t3,del_t4,range_raw,bias_raw,tx1_raw,tx2_raw,tx3_raw,rx1_raw,rx2_raw,rx3_raw,std,timestamp
1.813040288474074,11,31,23336972.045678284,-25293359.21376653,-24988564.873198263,23641778.394879326,-23449846.92448031,25180495.887735058,-84.5094985961914,-83.68489837646484,-0.3007999956607818,-0.3770999908447265,[0.01116179 0.02823924 0.1261504 ],[0.01214419 0.01140248 0.04662645 0.99877348],[0.14198769 2.16398952 0.10880062],[-0.00816037 -0.00245988 -0.01577188  0.99983928],[-1.69044936e-04 -1.83078690e+00  1.38305149e-01],[-0.0026937  -0.00248244 -0.0142383   0.99989192],1.8427462909786192,-0.0297060025045452,"(11, 31)",304806.7689553276,304794.0298227146,1538717.416616585,1538717.9487179518,1.9247000217437744,0.0819537307651552,23336971.96764824,-24988564.89132612,-23449846.94260817,-25293358.92114884,23641778.73660357,25180496.15322015,0.2000025399464209,1.1930749416351318
4.744634692329111,11,5,1065388574.6097808,13775915.751559544,14080337.676836971,1065693028.9681548,15619055.62555492,1067231750.8129512,-81.52970123291016,-81.81929779052734,-3.1542999744415283,2.6421000957489014,[0.01105273 0.02822109 0.12614084],[0.0119599  0.0112172  0.04661929 0.99877812],[0.14190275 2.16395071 0.10877813],[-0.00826106 -0.00251469 -0.01575821  0.99983854],[-2.16428996e-04 -1.83076565e+00  1.38316442e-01],[-0.00268711 -0.00251648 -0.01425258  0.99989165],4.688023267235173,0.056611425093938,"(11, 5)",304454.5491535664,304421.230218349,1538722.1585787537,1538717.948717948,4.868000030517578,0.1799767632824052,1065388574.5317508,14080337.352263622,15619055.30098157,13775916.122045271,1065693029.0809042,1067231751.239483,0.1412981181997701,2.233327865600586
2.159093614274034,21,11,851302396.9370315,312287719.2980662,312593382.30208856,851608073.737569,314132100.2508065,853146788.6068262,-83.8490982055664,-85.83709716796875,2.164299964904785,-2.164299964904785,[0.01108867 0.0281427  0.12619345],[0.01208121 0.01139951 0.0467308  0.9987694 ],[0.14198235 2.16385975 0.10868983],[-0.00832828 -0.00265795 -0.01567358  0.99983891],[-1.87640173e-04 -1.83084895e+00  1.38410841e-01],[-0.00269676 -0.00260081 -0.01434789  0.99989004],2.1755400275660697,-0.0164464132920358,"(21, 11)",305677.7093349695,305662.5757461786,1538714.599609375,1538717.9487179518,2.3673999309539795,0.1918599033879098,851302396.6471353,312593382.2240585,314132100.17277646,312287719.64831233,851608074.3564702,853146788.9560796,0.1999685478341613,3.227891683578491
2.7168190511093653,10,21,105282629.10020377,442278116.0470647,442584560.3985701,105589092.27696311,444123278.3472881,107127813.7161708,-95.46630096435548,-93.4792022705078,-2.575999975204468,2.0768001079559326,[0.01114281 0.02815932 0.12614959],[0.01190383 0.01135345 0.04668157 0.99877436],[0.14200298 2.16388841 0.10875138],[-0.00842952 -0.00266158 -0.01561105  0.99983904],[-1.33119504e-04 -1.83085570e+00  1.38383680e-01],[-0.00270938 -0.0025032  -0.01420037  0.99989237],2.473566948212937,0.2432521028964283,"(10, 21)",306463.2474459112,306443.85704630613,1538721.7047275605,1538717.9487179518,2.7934999465942383,0.3199329983813013,105282629.01893029,442584560.1086739,444123278.0573918,442278116.2516276,105589092.2663762,107127813.97110376,0.1856404726714571,3.3563740253448486
3.668203851880105,11,1,2344355457.6226025,13307754.579947904,13612324.61089233,2344660052.538033,15151042.559610276,2346198772.5354915,-82.14240264892578,-82.34629821777344,-1.7005000114440918,1.007599949836731,[0.01109182 0.02817481 0.12634234],[0.01140152 0.01093335 0.04620576 0.99880702],[0.14202085 2.1639184  0.10887641],[-0.00853031 -0.00265056 -0.01560378  0.99983835],[-2.71389391e-04 -1.83082597e+00  1.38391124e-01],[-0.00265292 -0.00252659 -0.01420998  0.99989232],3.6893978727133407,-0.0211940208332355,"(11, 1)",304595.19606399536,304569.7803986389,1538719.9988732338,1538717.948717948,3.7476999759674072,0.0583021032540664,2344355457.5445724,13612324.531750802,15151042.48046875,13307754.751352165,2344660052.7406363,2346198772.7395096,0.1677035593346675,3.5079853534698486
1.9161364399976235,11,20,2623348598.648243,274063693.3920933,274369712.43260133,2623654629.9179564,275908430.3813193,2625193345.06238,-80.93620300292969,-80.20880126953125,1.559000015258789,-1.469599962234497,[0.01128024 0.02815431 0.12630349],[0.01227683 0.01147069 0.04656709 0.99877382],[0.14201637 2.16388789 0.10881214],[-0.00846693 -0.00268114 -0.0156657   0.99983783],[-9.99532246e-05 -1.83089727e+00  1.38498077e-01],[-0.00262296 -0.00267501 -0.01423999  0.99989159],1.9001005262154589,0.0160359137821648,"(11, 20)",306031.1654896736,306019.0210586786,1538715.1473608017,1538717.9487179518,1.9033000469207764,0.0031995207053177,2623348598.570213,274369712.3522636,275908430.3009816,274063693.3312049,2623654629.7357025,2625193344.883064,0.0765099633019129,3.8047850131988525
4.766764774017412,10,3,679266755.7027677,61647329.13793521,61952292.57976301,679571750.6863744,63491010.52848096,681110467.2819035,-82.45140075683594,-81.7260971069336,0.8148999810218811,-0.4880000054836273,[0.0112156  0.02816493 0.12627908],[0.01210299 0.01140023 0.04662645 0.99877399],[0.14201075 2.1638756  0.10875793],[-0.00849617 -0.00269946 -0.01558841  0.99983874],[-1.54184730e-04 -1.83087529e+00  1.38426457e-01],[-0.00274918 -0.00257874 -0.01433503  0.99989014],4.618444362493075,0.1483204115243372,"(10, 3)",304995.16413760185,304963.0972055271,1538716.6184645891,1538717.9487179518,4.844699859619141,0.2262554971260657,679266755.6214943,61952292.48046875,63491010.4291867,61647329.38326322,679571750.7856319,681110467.4040965,0.1607962358621667,3.926687240600586
5.138330720684442,10,5,1862270433.5873845,3682919.255659992,3987276.779401076,1862574826.2433188,5525994.728119025,1864113548.4521945,-87.95230102539062,-87.99250030517578,-3.00629997253418,2.870300054550171,[0.0111005  0.02823254 0.12612786],[0.01174426 0.01110043 0.04663601 0.9987812 ],[0.14194264 2.16396916 0.10879488],[-0.00833399 -0.00258419 -0.01569416  0.99983876],[-1.47898648e-04 -1.83079789e+00  1.38350377e-01],[-0.00265694 -0.00250166 -0.01421021  0.99989237],5.103019307919121,0.0353114127653206,"(10, 5)",304392.9818959236,304356.642503005,1538722.5185296535,1538717.9487179485,5.309999942779541,0.2069806348604199,1862270433.506111,3987276.454827725,5525994.403545673,3682919.81232472,1862574826.4880068,1864113549.0065365,0.1866502732796774,5.109699010848999
1.9986857137896328,20,11,3745308959.227472,2532121180.6324506,2532427156.340551,3745614948.728308,2533965874.289269,3747153668.964869,-80.01329803466797,-80.77780151367188,-1.4398000240325928,1.37090003490448,[0.01126331 0.02823038 0.12626492],[0.01218204 0.01130798 0.04642768 0.99878335],[0.1420351  2.16395066 0.10887765],[-0.00841163 -0.00265034 -0.01561466  0.99983919],[-1.40646015e-04 -1.83078819e+00  1.38312447e-01],[-0.00272353 -0.00251851 -0.01423012  0.99989186],1.900061291807697,0.0986244219819363,"(20, 11)",305989.48943281174,305975.8269481659,1538720.2336239817,1538717.948718071,1.979200005531311,0.0791387137236141,3745308959.147134,2532427156.262521,2533965874.211239,2532121180.4355726,3745614948.636567,3747153668.870191,0.0694083876173123,5.4557671546936035
1.9302095238208328,30,10,2688216723.723322,385285656.4084702,385589904.7412294,2688520984.6548314,387128622.68994737,2690059701.176923,-81.38890075683594,-81.46649932861328,1.2003999948501587,-1.6297999620437622,[0.01129214 0.02816669 0.12636565],[0.01224186 0.01095655 0.04636561 0.99878943],[0.14207335 2.16391022 0.10893403],[-0.00847798 -0.00268307 -0.01563485  0.99983822],[-2.24615212e-04 -1.83081833e+00  1.38379333e-01],[-0.0026129  -0.00260306 -0.01424218  0.99989177],1.886996418579112,0.0432131052417203,"(30, 10)",304261.2242088318,304248.21902543306,1538716.4306640625,1538717.9487179518,1.9938000440597528,0.106803625480641,2688216723.570213,385589904.6599559,387128622.6086739,385285656.4409305,2688520984.7944217,2690059701.2250857,0.1274920153394167,5.581887722015381
