timestamp,magnetic_field.x,magnetic_field.y,magnetic_field.z
0.11364555358886719,-1.0805359482765198e-05,5.753164887428283e-05,-4.696538448333741e-05
0.1289503574371338,-1.09967939555645e-05,5.722648501396179e-05,-4.737370908260346e-05
0.14157819747924805,-1.0878988355398178e-05,5.679053664207458e-05,-4.695080220699311e-05
0.15685653686523438,-1.114405021071434e-05,5.6499904394149775e-05,-4.6877887845039376e-05
0.171522855758667,-1.098206788301468e-05,5.680506825447082e-05,-4.732995927333833e-05
0.18534302711486816,-1.104097068309784e-05,5.708116888999939e-05,-4.741745591163636e-05
0.19809770584106445,-1.130603328347206e-05,5.692132115364074e-05,-4.7023716568946846e-05
0.21357965469360352,-1.0775907337665558e-05,5.748805403709411e-05,-4.7242462635040296e-05
0.2294471263885498,-1.0878988355398178e-05,5.679053664207458e-05,-4.7359123826026925e-05
0.2424943447113037,-1.0775907337665558e-05,5.663068890571594e-05,-4.7300794720649726e-05
0.2575716972351074,-1.0761182010173798e-05,5.708116888999939e-05,-4.711121320724488e-05
0.27034425735473633,-1.09967939555645e-05,5.7008510828018185e-05,-4.7052884101867687e-05
0.2847707271575928,-1.0702279210090636e-05,5.642724633216858e-05,-4.728620946407319e-05
0.2992846965789795,-1.0849536210298538e-05,5.709570050239563e-05,-4.788410961627961e-05
0.31362295150756836,-1.0878988355398178e-05,5.664522051811218e-05,-4.67612236738205e-05
0.3296027183532715,-1.105569675564766e-05,5.68341314792633e-05,-4.635290205478669e-05
0.34929704666137695,-1.089371293783188e-05,5.681959986686706e-05,-4.703829884529114e-05
0.36304569244384766,-1.096734181046486e-05,5.718289017677307e-05,-4.74612057209015e-05
0.3726832866668701,-1.0805359482765198e-05,5.663068890571594e-05,-4.7125795483589184e-05
0.38638806343078613,-1.0805359482765198e-05,5.68341314792633e-05,-4.681955575942994e-05
0.3979201316833496,-1.0658102482557297e-05,5.665975213050842e-05,-4.695080220699311e-05
0.41925573348999023,-1.0628650337457655e-05,5.693585276603698e-05,-4.753412008285524e-05
0.434765100479126,-1.0731730610132218e-05,5.66888153553009e-05,-4.76507842540741e-05
0.4444410800933838,-1.108514741063118e-05,5.686319470405578e-05,-4.766536653041841e-05
0.4582643508911133,-1.0702279210090636e-05,5.692132115364074e-05,-4.6877887845039376e-05
0.47661280632019043,-1.09967939555645e-05,5.713930130004882e-05,-4.6775805950164806e-05
0.49275684356689453,-1.0613925009965897e-05,5.679053664207458e-05,-4.7213295102119455e-05
0.5151128768920898,-1.096734181046486e-05,5.638365149497986e-05,-4.74757879972458e-05
0.5302083492279053,-1.09967939555645e-05,5.632552504539489e-05,-4.756328463554383e-05
0.5431387424468994,-1.107042208313942e-05,5.658709406852722e-05,-4.629456996917726e-05
0.5605547428131104,-1.121767908334732e-05,5.642724633216858e-05,-4.6629977226257336e-05
0.5744400024414062,-1.098206788301468e-05,5.6441777944564816e-05,-4.674664139747621e-05
0.5868115425109863,-1.123240441083908e-05,5.6993979215621946e-05,-4.65133160352707e-05
0.5996248722076416,-1.129130721092224e-05,5.65434992313385e-05,-4.6790388226509104e-05
0.6136236190795898,-1.129130721092224e-05,5.6340056657791136e-05,-4.6644559502601634e-05
0.6297006607055664,-1.1600547283887865e-05,5.647084116935729e-05,-4.697996973991395e-05
0.6460614204406738,-1.114405021071434e-05,5.65434992313385e-05,-4.604665935039521e-05
0.6580677032470703,-1.121767908334732e-05,5.6601625680923456e-05,-4.648414552211762e-05
0.6779861450195312,-1.132075935602188e-05,5.671787858009338e-05,-4.6775805950164806e-05
0.6908731460571289,-1.108514741063118e-05,5.665975213050842e-05,-4.665914475917817e-05
0.6993379592895508,-1.1526918411254885e-05,5.658709406852722e-05,-4.692163765430452e-05
0.7152295112609863,-1.1497467756271362e-05,5.703757405281067e-05,-4.6527898311615e-05
0.7303757667541504,-1.1409112811088562e-05,5.687772631645202e-05,-4.630915224552156e-05
0.7415673732757568,-1.123240441083908e-05,5.657256245613098e-05,-4.65570628643036e-05
0.760443925857544,-1.1350210011005402e-05,5.686319470405578e-05,-4.6411231160163886e-05
0.772092342376709,-1.0687553882598875e-05,5.631099343299865e-05,-4.633831977844239e-05
0.7956531047821045,-1.096734181046486e-05,5.696491599082946e-05,-4.636748433113099e-05
0.8156917095184326,-1.114405021071434e-05,5.740086436271667e-05,-4.620707333087922e-05
0.8312819004058838,-1.1409112811088562e-05,5.722648501396179e-05,-4.67612236738205e-05
0.842940092086792,-1.0790633410215378e-05,5.68341314792633e-05,-4.578416645526887e-05
0.8595044612884521,-1.132075935602188e-05,5.692132115364074e-05,-4.632373452186585e-05
0.8742311000823975,-1.121767908334732e-05,5.67614734172821e-05,-4.683413803577424e-05
0.8828451633453369,-1.107042208313942e-05,5.68341314792633e-05,-4.6527898311615e-05
0.9016427993774414,-1.111459881067276e-05,5.66888153553009e-05,-4.619249105453492e-05
0.9198193550109863,-1.1394387483596802e-05,5.667428374290466e-05,-4.6644559502601634e-05
0.9288997650146484,-1.1468015611171724e-05,5.692132115364074e-05,-4.693621993064881e-05
0.9451265335083008,-1.1497467756271362e-05,5.69794476032257e-05,-4.665914475917817e-05
0.9605405330657959,-1.1629998683929443e-05,5.665975213050842e-05,-4.684872031211854e-05
0.9742224216461182,-1.1924512684345244e-05,5.66888153553009e-05,-4.6877887845039376e-05
0.9885139465332031,-1.133548468351364e-05,5.622380375862121e-05,-4.673205614089967e-05
1.0153923034667969,-1.1880335956811905e-05,5.641271471977233e-05,-4.65570628643036e-05
1.0276341438293457,-1.102624461054802e-05,5.6354588270187374e-05,-4.65716451406479e-05
1.0433626174926758,-1.0628650337457655e-05,5.642724633216858e-05,-4.696538448333741e-05
1.0593843460083008,-1.1703627556562424e-05,5.636911988258361e-05,-4.633831977844239e-05
1.0739874839782715,-1.1703627556562424e-05,5.6558030843734735e-05,-4.661539494991303e-05
1.0856435298919678,-1.111459881067276e-05,5.657256245613098e-05,-4.665914475917817e-05
1.0982215404510498,-1.1099873483181e-05,5.673241019248962e-05,-4.686330258846284e-05
1.1129121780395508,-1.1394387483596802e-05,5.664522051811218e-05,-4.630915224552156e-05
1.129316806793213,-1.117350161075592e-05,5.663068890571594e-05,-4.695080220699311e-05
1.1465370655059814,-1.1806707084178925e-05,5.674694180488586e-05,-4.706746637821199e-05
1.1565275192260742,-1.123240441083908e-05,5.67614734172821e-05,-4.65133160352707e-05
1.1746928691864014,-1.12471304833889e-05,5.642724633216858e-05,-4.692163765430452e-05
1.187103033065796,-1.1099873483181e-05,5.638365149497986e-05,-4.683413803577424e-05
1.2007925510406494,-1.118822768330574e-05,5.66888153553009e-05,-4.660081267356873e-05
1.2209744453430176,-1.118822768330574e-05,5.6340056657791136e-05,-4.674664139747621e-05
