t,nis
0.9490556716918944,1.0878619295965404
1.025221824645996,0.11178136312095727
1.0462594032287598,0.0002567893710834391
1.1112051010131836,0.20214983152963795
1.5336666107177734,0.37248872181323833
1.621998310089111,0.027325627867883395
1.711998462677002,0.006792623656951773
1.81003999710083,0.011528011246008387
1.828075170516968,0.0027203103036047157
1.8401830196380613,0.00953545657033282
1.9163291454315183,0.0012821264272003027
1.94893479347229,0.03514873793191791
2.309375762939453,0.023061999616376363
2.398603200912476,0.002716003425156604
2.474141836166382,0.1768806541471462
2.52801251411438,0.03772619390289111
2.549471616744995,0.04036969475862823
2.5554471015930176,0.018203405103242854
2.6024014949798584,0.033445459991292496
2.655996084213257,0.015932210018769554
3.014371871948242,0.029666618338977557
3.092211961746216,0.006326115101720157
3.18838119506836,0.18096148036696105
3.2402632236480717,0.02639833066835108
3.2514142990112305,0.0003489024800590042
3.2585856914520264,0.0683473669204002
3.3181920051574707,4.788564095112066e-05
3.350337028503418,0.024906516825198625
3.678603172302246,0.10647484427744291
3.801033735275269,0.06021492451700062
3.8711557388305664,0.058154865537736265
3.9406909942626953,0.013159679323964665
3.9503235816955566,0.00015165240818351184
3.958103895187378,0.00468019146056233
4.016860485076904,0.009120433671149942
4.047305345535278,0.03341628059748462
4.39925742149353,0.0006044529131547612
4.489082098007202,0.0007400204209715892
4.581270933151245,0.004237462691892027
4.664970874786377,0.024311216450171064
4.679604768753052,0.00032682540854313345
4.698786735534668,1.850111002427307e-06
4.749425411224365,0.00012467254173626166
5.145287990570068,0.13060491545572436
5.224712371826172,0.010394337863833255
5.324230909347534,0.0017224317394850615
5.396154642105103,0.05742117423626994
5.40952467918396,0.006968379266408171
5.42164158821106,0.014260363610774691
5.478539228439331,0.008856186516116587
5.513973712921143,0.011528147381011865
5.964968204498291,0.0016692439299615446
6.075223684310913,0.00433886229185719
6.1775970458984375,0.1078098676613182
6.245821714401245,0.00018710073641861076
6.25946569442749,0.004791793210682761
6.276095867156982,0.01951545333481034
6.326565265655518,0.0005447635493687604
6.366610527038574,0.01678475875081854
6.792524576187134,0.027957247368575414
6.8793017864227295,1.2596855686145454e-05
6.976496458053589,0.0031877856154702666
7.031136989593506,0.011522571418625255
7.057648658752441,0.0032770114427176688
7.060797691345215,0.011898478074261318
7.120358943939209,0.0379839378534255
7.151668787002564,4.8495621498734484e-05
7.512877941131592,0.004855182389265168
7.602295160293579,0.011941783639440623
7.668903350830078,6.942840268414535e-06
7.715413808822632,0.014870288196494436
7.739296197891235,0.011545749584774093
7.747482538223267,0.00027187102816468166
7.798625946044922,0.0015489190532184038
7.832222938537598,0.003820368273339553
8.158596992492676,0.006937377492214684
8.255727767944336,0.0018375847812666115
8.348905086517334,0.008323547561492605
8.409990310668945,0.007616839751173647
8.443763494491577,0.016011728996503292
8.44387674331665,0.007798893794571709
8.505549430847168,0.0009479466677518664
8.54519534111023,2.8094853294756884e-05
8.898542881011963,0.13434874874752187
8.974947452545166,0.06509488924057413
9.060134887695312,0.08734928190136025
9.118884801864624,0.0035369024778327328
9.14336371421814,0.057888687065522866
9.160107135772703,0.05705494969314003
9.212030410766602,4.607585885999877e-05
9.243143558502195,0.03320515416345373
9.609876871109009,0.0013785278924543021
9.673166275024414,0.014251916262044128
9.749166011810305,0.11619343873333164
9.817180156707764,0.0038011845978212365
9.837158203125,0.005336146178378651
9.844480752944946,0.005571494541764371
9.897570371627808,0.008948406386845147
9.929879665374756,0.00137037959037639
10.28827667236328,0.0026208631978261
10.373818159103394,0.07335033635259165
10.450799942016602,0.015165408562067021
10.500478267669678,0.00686025010952404
10.5223970413208,0.0007416029295853689
10.537051677703856,0.00032957139854719304
10.58856987953186,0.0030489547909046044
10.616686820983888,0.024909876283343735
10.935985326766968,0.10570364230576403
11.035879373550417,0.2352544603996292
11.123795747756958,0.006835576854876575
11.170546293258669,0.010404079933146437
11.193839311599731,0.03385652056323294
11.19608211517334,0.0009263350511289184
11.251527309417725,0.23797987372311397
11.282053470611572,0.18705123091611361
11.5773286819458,0.9448580720575392
11.682280540466309,0.25256164181053004
11.780044317245483,0.28841581027585483
11.828302383422852,0.028774540602294296
11.849865674972534,1.711018283228063
11.85767149925232,0.5148231757233672
11.91524577140808,0.05430113860565228
11.95541787147522,0.26966276445958803
12.249284505844116,1.0741127592271802
12.34233832359314,0.018629301869388548
12.415051221847534,0.018924169257064333
12.460955142974854,0.049831530969554276
12.480951309204102,0.39798744901431765
12.506636619567873,0.27240209993743936
12.557281970977783,0.04493916230004731
12.592081308364868,0.18102490436862095
12.896447896957396,0.33984524672044136
12.997071266174316,0.03214852571796612
13.085259437561035,0.061052099152762794
13.144507884979248,0.00012113127547403848
13.170664310455322,1.0032320551913112
13.178338289260864,0.3506543682157907
13.250362873077393,0.378585950378849
13.288769006729126,0.21911993344977249
13.643374919891356,0.01871701516374478
13.72703218460083,0.022549444521824353
13.80087947845459,0.30498679690714914
13.84761881828308,1.8347411581409598
13.864559412002563,0.007715015749359513
13.86909008026123,0.005172107257370591
13.94466781616211,0.08639488744204094
13.971262693405151,0.029458236175648543
14.276158809661863,0.542592923645979
14.365837097167969,0.07580962521525753
14.435155868530272,0.09698751315188618
14.489582300186155,0.10355284293601129
14.510064601898192,0.0009397077095643603
14.515652894973757,0.01547598024262258
14.590428829193115,0.05332636419178112
14.611748695373535,0.0028442273784056275
14.928698301315308,0.11996398758360774
15.014536142349243,0.050522676743653266
15.122592210769652,0.0024079388512500493
15.200457096099854,0.0018222081148050373
15.222262144088743,0.018015431545726476
15.235485553741457,0.05649277006256012
15.293888092041016,0.07214209672745818
15.323935270309448,0.22405685298902245
15.630572319030762,0.4235455532189612
15.711250066757202,0.013521916681976396
15.782455205917358,0.18269085782570116
15.835227966308594,1.3709145103194433e-05
15.849799394607544,1.394453906265708e-05
15.867738008499146,0.005960993698576812
15.919375896453856,0.0026949883181315937
15.950047492980955,0.0519910318454163
16.282007455825806,0.01089245273182212
16.359493017196655,0.1395238617691848
16.446272134780884,0.07809409302794995
16.50183653831482,0.15176019795093457
16.52599787712097,0.007028793968408142
16.527745723724365,0.00026006949768432196
16.58968949317932,0.019045401042233092
16.621474027633667,0.0008859448248356573
16.99908947944641,0.13090318849443117
17.067450284957886,0.2123244842667521
17.17720055580139,0.00030011751000628967
17.225764751434326,0.02728663587251581
17.24450707435608,0.062393089594921014
17.258591175079346,6.382111247922634e-05
17.310341358184814,0.013909056336387235
17.34076499938965,0.01989141090142249
17.64872932434082,0.29569011054256084
17.737133502960205,0.10291771909336254
17.835559368133545,0.033479450368366026
17.88323426246643,0.004970723485695084
17.906375885009766,0.022060275204367614
17.91483497619629,0.005793029990424981
17.9636287689209,0.009005059267526252
17.99438714981079,0.01459435814724547
18.282031774520878,0.42308580511046656
18.36871600151062,0.09702888659437714
18.44973945617676,0.024951688002821704
18.49350118637085,0.06934938862721743
18.517837285995483,0.004001729867795706
18.52101731300354,0.024865603803628348
18.564314365386963,7.665921955727419e-05
18.602150440216064,0.01780595431356994
18.9367356300354,0.06355912180472438
19.00049638748169,0.07059562499626247
19.083574295043945,0.03176724543664072
19.130094289779663,0.07737410295005698
19.148457765579224,0.045730725395463315
19.155514001846317,0.019328866537057603
19.20844602584839,0.09450634539723678
19.238064289093018,0.20718530668511254
19.59304118156433,7.27905731153164e-05
19.66575527191162,0.1797293083547823
19.7830970287323,0.009080720960140488
19.80870771408081,0.16238533713756492
19.840758800506592,0.10724221880873692
19.84611701965332,0.000968098996500046
19.90058159828186,0.03774962541086655
19.933733701705933,0.15347460844020475
20.24154543876648,0.33806485931374675
20.319933891296387,0.031565540299463866
20.40387368202209,0.2746405226175692
20.457127332687374,0.007210957826634071
20.48791813850403,0.08331009958375624
20.505040884017944,0.05588085142221328
20.55911445617676,0.0529947799249121
20.586594343185425,0.0990921453012956
20.866023302078247,0.14081916661057167
20.963149785995483,0.06701609598430198
21.04522490501404,0.0466032404397636
21.1022846698761,0.15551073782406113
21.136149168014526,0.028562020271622215
21.143543481826782,0.005333732168004707
21.193135499954224,0.14035588695632809
21.23417854309082,0.043516830217650744
21.537803888320923,0.09444410703126745
21.6216561794281,0.0008353295157037996
21.69713568687439,0.028603230343962838
21.777534246444706,0.5827707735730409
21.797447681427,0.08157656766791868
21.801608324050903,0.023108974004793267
21.849629878997803,0.04451081735932408
21.88404536247253,0.009297274837171795
22.20209527015686,0.0355914896111292
22.2690691947937,0.0021965901916834916
22.34856748580933,0.0032982073834836446
22.40937757492065,0.04010603204794594
22.43062949180603,0.09200590164630842
22.439951181411743,0.017896003877480183
22.49532437324524,0.0622722017249558
22.52851438522339,0.0031212216122023665
22.880797863006592,0.042764139407195936
22.9763662815094,0.005946877334987362
23.07952308654785,0.06912299753360546
23.13890600204468,0.007499379582298528
23.15514087677002,0.008553428402674604
